RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	RaceClass	DaysSinceRun	LR_Position	LR_NumberRunners	
"17:30:00"	"2016-03-18"	"Cheltenham"	"Pearls Legend"	"33.00"	"47.23"	"Handicap Chase"	"5"	"24"	"Moore, Jamie"	"Spearing, J L"	"2m.5f "	"1"	"13"	"2"	"5"
"17:30:00"	"2016-03-18"	"Cheltenham"	"Dresden (IRE)"	"33.00"	"120.12"	"Handicap Chase"	"7"	"24"	"Davies, James"	"Oliver, Henry"	"2m.5f "	"1"	"20"	"4"	"5"
"17:30:00"	"2016-03-18"	"Cheltenham"	"Arthurs Oak"	"20.00"	"31.55"	"Handicap Chase"	"16"	"24"	"Treadwell, Liam"	"Williams, Miss Venetia"	"2m.5f "	"1"	"20"	"1"	"5"
"17:30:00"	"2016-03-18"	"Cheltenham"	"Croco Bay (IRE)"	"20.00"	"30"	"Handicap Chase"	"F"	"24"	"Woods, K K"	"Case, B I"	"2m.5f "	"1"	"29"	"4"	"4"
"17:30:00"	"2016-03-18"	"Cheltenham"	"Gardefort (FR)"	"40.00"	"47.27"	"Handicap Chase"	"F"	"24"	"Cawley, A P"	"Williams, Miss Venetia"	"2m.5f "	"1"	"27"	"2"	"5"
"16:50:00"	"2016-03-18"	"Cheltenham"	"Flying Angel (IRE)"	"8.00"	"10.5"	"Handicap Hurdle"	"2"	"24"	"Hatch, R"	"Twiston-Davies, N A"	"2m4.5f "	"2"	"6"	"1"	"14"
"16:50:00"	"2016-03-18"	"Cheltenham"	"Urano (FR)"	"33.00"	"72.51"	"Handicap Hurdle"	"6"	"24"	"Meyler, D"	"Mullins, W P"	"2m4.5f "	"2"	"29"	"1"	"7"
"16:50:00"	"2016-03-18"	"Cheltenham"	"Work In Progress (IRE)"	"25.00"	"39.99"	"Handicap Hurdle"	"8"	"24"	"Andrews, Bridget"	"Skelton, Daniel"	"2m4.5f "	"2"	"28"	"1"	"5"
"16:50:00"	"2016-03-18"	"Cheltenham"	"Qualando (FR)"	"10.00"	"14.49"	"Handicap Hurdle"	"16"	"24"	"Cobden, Harry"	"Nicholls, P F"	"2m4.5f "	"2"	"24"	"2"	"6"
"16:50:00"	"2016-03-18"	"Cheltenham"	"Mr Mix (FR)"	"16.00"	"16.77"	"Handicap Hurdle"	"F"	"24"	"Deutsch, Charlie"	"Nicholls, P F"	"2m4.5f "	"2"	"27"	"2"	"5"
"16:50:00"	"2016-03-18"	"Cheltenham"	"Montdragon (FR)"	"20.00"	"30.19"	"Handicap Hurdle"	"PU"	"24"	"McGarvey, J S"	"ONeill, Jonjo and AJ"	"2m4.5f "	"2"	"27"	"3"	"9"
"14:10:00"	"2016-03-18"	"Cheltenham"	"Draco"	"33.00"	"70.85"	"Handicap Hurdle"	"11"	"26"	"Walsh, M P"	"OBrien, A P"	"2m1f "	"1"	"19"	"2"	"9"
"14:10:00"	"2016-03-18"	"Cheltenham"	"Great Field (FR)"	"7.00"	"9"	"Handicap Hurdle"	"PU"	"26"	"Geraghty, B J"	"Mullins, W P"	"2m1f "	"1"	"19"	"1"	"9"
"17:30:00"	"2016-03-17"	"Cheltenham"	"Cause Of Causes (USA)"	"4.50"	"5.65"	"Handicap Chase"	"1"	"22"	"Codd, Mr J J"	"Elliott, Gordon"	"3m2f "	"2"	"25"	"5"	"6"
"17:30:00"	"2016-03-17"	"Cheltenham"	"Amigo (FR)"	"33.00"	"58.83"	"Handicap Chase"	"5"	"22"	"Andrews, Gina"	"Pipe, D E"	"3m2f "	"2"	"293"	"4"	"5"
"17:30:00"	"2016-03-17"	"Cheltenham"	"Corrin Wood (IRE)"	"50.00"	"140"	"Handicap Chase"	"11"	"22"	"Carey, S G"	"McCain Jnr, D"	"3m2f "	"2"	"28"	"PU"	"4"
"17:30:00"	"2016-03-17"	"Cheltenham"	"Grandads Horse"	"20.00"	"36.01"	"Handicap Chase"	"14"	"22"	"Waley-Cohen, Mr S"	"Longsdon, C E"	"3m2f "	"2"	"22"	"2"	"10"
"17:30:00"	"2016-03-17"	"Cheltenham"	"Top Wood (FR)"	"25.00"	"30"	"Handicap Chase"	"F"	"22"	"Walsh, Ms K"	"Pipe, D E"	"3m2f "	"2"	"14"	"1"	"9"
"17:30:00"	"2016-03-17"	"Cheltenham"	"Capard King (IRE)"	"50.00"	"198.3"	"Handicap Chase"	"PU"	"22"	"Harding, Mr R O"	"ONeill, Jonjo and AJ"	"3m2f "	"2"	"26"	"3"	"4"
"16:10:00"	"2016-03-17"	"Cheltenham"	"Quincy Des Pictons (FR)"	"100.00"	"990"	"Handicap Chase"	"F"	"22"	"Kennedy, W T"	"Jones, A E"	"2m4.5f "	"1"	"15"	"2"	"6"
"16:10:00"	"2016-03-17"	"Cheltenham"	"Art Mauresque (FR)"	"11.00"	"14.04"	"Handicap Chase"	"PU"	"22"	"Scholfield, Nick"	"Nicholls, P F"	"2m4.5f "	"1"	"12"	"7"	"13"
"14:10:00"	"2016-03-17"	"Cheltenham"	"Mall Dini (IRE)"	"14.00"	"17.5"	"Handicap Hurdle"	"1"	"24"	"Russell, D N"	"Kelly, Patrick G"	"3m "	"1"	"26"	"3"	"13"
"16:50:00"	"2016-03-16"	"Cheltenham"	"Fixe Le Kap (FR)"	"8.00"	"10.57"	"Handicap Hurdle"	"8"	"22"	"Jacob, Daryl"	"Henderson, N J"	"2m.5f "	"1"	"25"	"2"	"4"
"16:50:00"	"2016-03-16"	"Cheltenham"	"Wolfcatcher (IRE)"	"33.00"	"75"	"Handicap Hurdle"	"11"	"22"	"Quinlan, Jack"	"Ferguson, J P"	"2m.5f "	"1"	"18"	"5"	"7"
"16:50:00"	"2016-03-16"	"Cheltenham"	"Harley Rebel"	"20.00"	"22.92"	"Handicap Hurdle"	"12"	"22"	"Scudamore, Tom"	"Mulholland, N P"	"2m.5f "	"1"	"4"	"1"	"4"
"16:50:00"	"2016-03-16"	"Cheltenham"	"Chic Name (FR)"	"100.00"	"209.39"	"Handicap Hurdle"	"15"	"22"	"Cawley, A P"	"Hobson, Richard"	"2m.5f "	"1"	"27"	"3"	"4"
"16:50:00"	"2016-03-16"	"Cheltenham"	"Ardamir (FR)"	"12.00"	"16.97"	"Handicap Hurdle"	"PU"	"22"	"ORegan, Denis"	"King, A"	"2m.5f "	"1"	"21"	"1"	"7"
"14:50:00"	"2016-03-16"	"Cheltenham"	"Ubak (FR)"	"28.00"	"37.09"	"Handicap Hurdle"	"3"	"26"	"Moore, Joshua"	"Moore, Gary and Josh"	"2m5f "	"1"	"17"	"2"	"8"
"14:50:00"	"2016-03-16"	"Cheltenham"	"One For Harry (IRE)"	"50.00"	"94.48"	"Handicap Hurdle"	"PU"	"26"	"Harding, Brian"	"Richards, N G"	"2m5f "	"1"	"27"	"2"	"4"
"17:30:00"	"2016-03-15"	"Cheltenham"	"Ballyalton (IRE)"	"12.00"	"18.24"	"Handicap Novices Chase"	"1"	"20"	"Hughes, Brian"	"Williams, Ian"	"2m4.5f "	"1"	"24"	"F"	"6"
"17:30:00"	"2016-03-15"	"Cheltenham"	"Thomas Brown"	"8.00"	"11.4"	"Handicap Novices Chase"	"7"	"20"	"Fehily, Noel"	"Fry, Harry"	"2m4.5f "	"1"	"17"	"UR"	"15"
"17:30:00"	"2016-03-15"	"Cheltenham"	"Jayo Time (IRE)"	"33.00"	"91.77"	"Handicap Novices Chase"	"12"	"20"	"Gethings, Ciaran"	"Lee, Miss Kerry"	"2m4.5f "	"1"	"26"	"2"	"3"
"17:30:00"	"2016-03-15"	"Cheltenham"	"Five In A Row (IRE)"	"25.00"	"39.54"	"Handicap Novices Chase"	"13"	"20"	"Cook, Danny"	"Ellison, B"	"2m4.5f "	"1"	"17"	"1"	"9"
"17:30:00"	"2016-03-15"	"Cheltenham"	"Killala Quay"	"12.00"	"17.5"	"Handicap Novices Chase"	"14"	"20"	"Johnson, Richard"	"Longsdon, C E"	"2m4.5f "	"1"	"17"	"1"	"5"
"17:30:00"	"2016-03-15"	"Cheltenham"	"Willows Saviour"	"10.00"	"15"	"Handicap Novices Chase"	"F"	"20"	"Skelton, Harry"	"Skelton, Daniel"	"2m4.5f "	"1"	"25"	"1"	"2"
"14:50:00"	"2016-03-15"	"Cheltenham"	"Band Of Blood (IRE)"	"20.00"	"25.11"	"Handicap Chase"	"8"	"23"	"Kennedy, W T"	"Newland, Dr R D P"	"3m1f "	"1"	"10"	"3"	"6"
"14:50:00"	"2016-03-15"	"Cheltenham"	"Fox Appeal (IRE)"	"40.00"	"69.93"	"Handicap Chase"	"11"	"23"	"Hughes, Brian"	"Lavelle, Miss E C"	"3m1f "	"1"	"17"	"9"	"15"
"14:50:00"	"2016-03-15"	"Cheltenham"	"Theatre Guide (IRE)"	"14.00"	"17.05"	"Handicap Chase"	"F"	"23"	"Brennan, P J"	"Tizzard, C L"	"3m1f "	"1"	"17"	"1"	"15"
"14:50:00"	"2016-03-15"	"Cheltenham"	"Beg To Differ (IRE) (OLD)"	"11.00"	"15.5"	"Handicap Chase"	"UR"	"23"	"Coleman, A"	"ONeill, Jonjo and AJ"	"3m1f "	"1"	"25"	"1"	"9"
"17:15:00"	"2015-03-13"	"Cheltenham"	"Croco Bay (IRE)"	"14.00"	"18.9"	"Handicap Chase"	"3"	"20"	"Woods, K K"	"Case, B I"	"2m.5f "	"1"	"27"	"3"	"7"
"17:15:00"	"2015-03-13"	"Cheltenham"	"My Brother Sylvest"	"66.00"	"166.54"	"Handicap Chase"	"8"	"20"	"Heard, Mr M"	"Pipe, D E"	"2m.5f "	"1"	"27"	"6"	"7"
"17:15:00"	"2015-03-13"	"Cheltenham"	"Bold Henry"	"25.00"	"42.76"	"Handicap Chase"	"14"	"20"	"Johnson, Richard"	"Hobbs, P J / White, J"	"2m.5f "	"1"	"3"	"PU"	"20"
"16:40:00"	"2015-03-13"	"Cheltenham"	"Full Shift (FR)"	"10.00"	"14.5"	"Handicap Hurdle"	"8"	"21"	"Boinville, Nico"	"Henderson, N J"	"2m4.5f "	"2"	"364"	"11"	"24"
"16:40:00"	"2015-03-13"	"Cheltenham"	"Conquisto"	"66.00"	"170.5"	"Handicap Hurdle"	"14"	"21"	"Gallagher, Craig"	"Ellison, B"	"2m4.5f "	"2"	"25"	"3"	"10"
"14:05:00"	"2015-03-13"	"Cheltenham"	"Wicklow Brave"	"25.00"	"28.44"	"Handicap Hurdle"	"1"	"24"	"Townend, P"	"Mullins, W P"	"2m1f "	"1"	"6"	"PU"	"23"
"14:05:00"	"2015-03-13"	"Cheltenham"	"Max Dynamite (FR)"	"14.00"	"18.5"	"Handicap Hurdle"	"4"	"24"	"Walsh, R"	"Mullins, W P"	"2m1f "	"1"	"19"	"4"	"5"
"14:05:00"	"2015-03-13"	"Cheltenham"	"Analifet (FR)"	"33.00"	"46.51"	"Handicap Hurdle"	"5"	"24"	"Mullins, David"	"Mullins, W P"	"2m1f "	"1"	"23"	"2"	"8"
"14:05:00"	"2015-03-13"	"Cheltenham"	"Princely Conn (IRE)"	"7.00"	"8.64"	"Handicap Hurdle"	"13"	"24"	"McCoy, A P"	"Mullins, Thomas"	"2m1f "	"1"	"13"	"2"	"14"
"14:05:00"	"2015-03-13"	"Cheltenham"	"Modem"	"20.00"	"29.9"	"Handicap Hurdle"	"16"	"24"	"Power, R M"	"Harrington, Mrs John"	"2m1f "	"1"	"19"	"2"	"5"
"14:05:00"	"2015-03-13"	"Cheltenham"	"Ebony Express"	"16.00"	"18.17"	"Handicap Hurdle"	"19"	"24"	"Kennedy, W T"	"Newland, Dr R D P"	"2m1f "	"1"	"6"	"1"	"23"
"14:05:00"	"2015-03-13"	"Cheltenham"	"Hawk High (IRE)"	"25.00"	"36.58"	"Handicap Hurdle"	"20"	"24"	"Hughes, Brian"	"Easterby, T D"	"2m1f "	"1"	"29"	"2"	"5"
"14:05:00"	"2015-03-13"	"Cheltenham"	"Roman Flight (IRE)"	"50.00"	"125.82"	"Handicap Hurdle"	"F"	"24"	"Fehily, Noel"	"Dennis, David"	"2m1f "	"1"	"16"	"5"	"10"
"16:40:00"	"2015-03-12"	"Cheltenham"	"Buddy Bolero (IRE)"	"20.00"	"26"	"Handicap Chase"	"3"	"24"	"Power, Mr K E"	"Martin, A J"	"3m2f "	"2"	"26"	"15"	"16"
"16:40:00"	"2015-03-12"	"Cheltenham"	"Champagne James (IRE)"	"4.00"	"6.2"	"Handicap Chase"	"7"	"24"	"Walsh, Ms K"	"Walsh, T M"	"3m2f "	"2"	"18"	"2"	"15"
"16:40:00"	"2015-03-12"	"Cheltenham"	"Ballyoliver"	"66.00"	"130"	"Handicap Chase"	"11"	"24"	"Hamilton, Mr T"	"Williams, Miss Venetia"	"3m2f "	"2"	"12"	"6"	"12"
"16:40:00"	"2015-03-12"	"Cheltenham"	"The Ould Lad (IRE)"	"14.00"	"17.5"	"Handicap Chase"	"14"	"24"	"McParlan, Mr N"	"George, T R"	"3m2f "	"2"	"28"	"3"	"5"
"16:40:00"	"2015-03-12"	"Cheltenham"	"Across The Bay (IRE)"	"66.00"	"108.18"	"Handicap Chase"	"BD"	"24"	"ONeill, Mr B"	"McCain Jnr, D"	"3m2f "	"2"	"26"	"14"	"16"
"16:00:00"	"2015-03-12"	"Cheltenham"	"Rawnaq (IRE)"	"25.00"	"30.5"	"Handicap Chase"	"3"	"23"	"Lynch, A E"	"Smith, Matthew J"	"2m5f "	"1"	"25"	"1"	"4"
"16:00:00"	"2015-03-12"	"Cheltenham"	"Buywise (IRE)"	"7.50"	"10.68"	"Handicap Chase"	"4"	"23"	"Moloney, Paul"	"Williams, Evan"	"2m5f "	"1"	"30"	"1"	"4"
"16:00:00"	"2015-03-12"	"Cheltenham"	"Hollow Penny"	"33.00"	"34.4"	"Handicap Chase"	"5"	"23"	"Hutchinson, Wayne"	"King, A"	"2m5f "	"1"	"19"	"2"	"5"
"16:00:00"	"2015-03-12"	"Cheltenham"	"Bally Legend"	"20.00"	"24.81"	"Handicap Chase"	"6"	"23"	"OBrien, T J"	"Keevil, Mrs Caroline"	"2m5f "	"1"	"19"	"3"	"14"
"14:05:00"	"2015-03-12"	"Cheltenham"	"Call The Cops (IRE)"	"9.00"	"11"	"Handicap Hurdle"	"1"	"23"	"Tinkler, Andrew"	"Henderson, N J"	"3m "	"1"	"12"	"1"	"6"
"14:05:00"	"2015-03-12"	"Cheltenham"	"Unique De Cotte (FR)"	"14.00"	"15.5"	"Handicap Hurdle"	"2"	"23"	"Scudamore, Tom"	"Pipe, D E"	"3m "	"1"	"26"	"1"	"7"
"14:05:00"	"2015-03-12"	"Cheltenham"	"Aqalim"	"25.00"	"28.37"	"Handicap Hurdle"	"5"	"23"	"Twiston-Davies, Sam"	"Ferguson, J P"	"3m "	"1"	"26"	"3"	"16"
"14:05:00"	"2015-03-12"	"Cheltenham"	"Katkeau (FR)"	"25.00"	"38"	"Handicap Hurdle"	"13"	"23"	"OFarrell, C"	"Pipe, D E"	"3m "	"1"	"19"	"2"	"11"
"14:05:00"	"2015-03-12"	"Cheltenham"	"Trustan Times (IRE)"	"16.00"	"23"	"Handicap Hurdle"	"14"	"23"	"Reveley, James"	"Easterby, T D"	"3m "	"1"	"26"	"5"	"12"
"14:05:00"	"2015-03-12"	"Cheltenham"	"Dolatulo (FR)"	"66.00"	"104.31"	"Handicap Hurdle"	"19"	"23"	"Costello, Dougie"	"Greatrex, W J"	"3m "	"1"	"26"	"8"	"16"
"14:05:00"	"2015-03-12"	"Cheltenham"	"Bygones Sovereign (IRE)"	"25.00"	"34"	"Handicap Hurdle"	"20"	"23"	"Heard, Mr M"	"Pipe, D E"	"3m "	"1"	"26"	"1"	"16"
"14:05:00"	"2015-03-12"	"Cheltenham"	"On The Bridge (IRE)"	"40.00"	"49.85"	"Handicap Hurdle"	"21"	"23"	"Scholfield, Nick"	"Scott, J"	"3m "	"1"	"19"	"8"	"11"
"16:40:00"	"2015-03-11"	"Cheltenham"	"Qualando (FR)"	"25.00"	"30.59"	"Handicap Hurdle"	"1"	"22"	"Scholfield, Nick"	"Nicholls, P F"	"2m.5f "	"1"	"19"	"1"	"15"
"16:40:00"	"2015-03-11"	"Cheltenham"	"All Yours (FR)"	"11.00"	"14.16"	"Handicap Hurdle"	"5"	"22"	"Twiston-Davies, Sam"	"Nicholls, P F"	"2m.5f "	"1"	"18"	"2"	"9"
"16:40:00"	"2015-03-11"	"Cheltenham"	"Gwencily Berbas (FR)"	"16.00"	"19.41"	"Handicap Hurdle"	"9"	"22"	"Heskin, A P"	"Fleming, A"	"2m.5f "	"1"	"18"	"1"	"3"
"16:40:00"	"2015-03-11"	"Cheltenham"	"Thunder Zone"	"20.00"	"22.18"	"Handicap Hurdle"	"20"	"22"	"Cooper, Bryan J"	"Elliott, Gordon"	"2m.5f "	"1"	"25"	"2"	"5"
"16:00:00"	"2015-03-11"	"Cheltenham"	"Dogora (FR)"	"20.00"	"25.06"	"Handicap Chase"	"4"	"16"	"Walsh, Ms K"	"Mullins, W P"	"3m7f "	"2"	"18"	"2"	"6"
"16:00:00"	"2015-03-11"	"Cheltenham"	"Rose Of The Moon (IRE)"	"33.00"	"65"	"Handicap Chase"	"7"	"16"	"Greenall, Mr Jake"	"OMeara, D"	"3m7f "	"2"	"27"	"4"	"4"
"16:00:00"	"2015-03-11"	"Cheltenham"	"Are Ya Right Chief (IRE)"	"28.00"	"43.92"	"Handicap Chase"	"9"	"16"	"Mullins, D E"	"Mullins, W P"	"3m7f "	"2"	"339"	"8"	"19"
"14:40:00"	"2015-03-11"	"Cheltenham"	"Ttebbob (IRE)"	"33.00"	"37.62"	"Handicap Hurdle"	"BD"	"25"	"Power, R M"	"Harrington, Mrs John"	"2m5f "	"1"	"20"	"1"	"8"
"14:40:00"	"2015-03-11"	"Cheltenham"	"Dell Arca (IRE)"	"16.00"	"18.92"	"Handicap Hurdle"	"F"	"25"	"Scudamore, Tom"	"Pipe, D E"	"2m5f "	"1"	"22"	"3"	"6"
"14:40:00"	"2015-03-11"	"Cheltenham"	"Rolling Star (FR)"	"33.00"	"60"	"Handicap Hurdle"	"F"	"25"	"Boinville, Nico"	"Henderson, N J"	"2m5f "	"1"	"25"	"5"	"7"
"14:40:00"	"2015-03-11"	"Cheltenham"	"Shammick Boy (IRE)"	"50.00"	"111.19"	"Handicap Hurdle"	"F"	"25"	"Doyle, Jack"	"Dartnall, V R A"	"2m5f "	"1"	"18"	"1"	"8"
"17:15:00"	"2015-03-10"	"Cheltenham"	"Vivaccio (FR)"	"66.00"	"221.63"	"Handicap Novices Chase"	"12"	"20"	"Treadwell, Liam"	"Williams, Miss Venetia"	"2m4.5f "	"1"	"11"	"3"	"6"
"14:40:00"	"2015-03-10"	"Cheltenham"	"Indian Castle (IRE)"	"16.00"	"21.16"	"Handicap Chase"	"4"	"24"	"Kennedy, W T"	"Williams, Ian"	"3m1f "	"1"	"22"	"4"	"9"
"14:40:00"	"2015-03-10"	"Cheltenham"	"Tenor Nivernais (FR)"	"33.00"	"43.55"	"Handicap Chase"	"9"	"24"	"Coleman, A"	"Williams, Miss Venetia"	"3m1f "	"1"	"17"	"6"	"14"
"14:40:00"	"2015-03-10"	"Cheltenham"	"Smart Freddy"	"33.00"	"50.44"	"Handicap Chase"	"10"	"24"	"Bass, David"	"Pauling, Ben"	"3m1f "	"1"	"30"	"3"	"6"
"14:40:00"	"2015-03-10"	"Cheltenham"	"Theatre Guide (IRE)"	"16.00"	"19.02"	"Handicap Chase"	"11"	"24"	"Jacob, Daryl"	"Tizzard, C L"	"3m1f "	"1"	"24"	"4"	"5"
"14:40:00"	"2015-03-10"	"Cheltenham"	"No Planning"	"50.00"	"87.94"	"Handicap Chase"	"19"	"24"	"Costello, Dougie"	"Smith, Mrs S J"	"3m1f "	"1"	"16"	"4"	"7"
"14:40:00"	"2015-03-10"	"Cheltenham"	"Shangani (USA)"	"50.00"	"144.61"	"Handicap Chase"	"PU"	"24"	"Treadwell, Liam"	"Williams, Miss Venetia"	"3m1f "	"1"	"24"	"5"	"6"
"14:40:00"	"2015-03-10"	"Cheltenham"	"Azure Fly (IRE)"	"33.00"	"47.43"	"Handicap Chase"	"PU"	"24"	"Tinkler, Andrew"	"Longsdon, C E"	"3m1f "	"1"	"26"	"2"	"5"
"17:15:00"	"2014-03-14"	"Cheltenham"	"Lucky Landing (IRE)"	"66.00"	"245.39"	"Handicap Chase"	"8"	"23"	"Costello, Dougie"	"Coyle, Tony"	"2m.5f "	"1"	"13"	"7"	"9"
"17:15:00"	"2014-03-14"	"Cheltenham"	"Competitive Edge (IRE)"	"40.00"	"105.78"	"Handicap Chase"	"F"	"23"	"Walsh, M P"	"ODwyer, Conor"	"2m.5f "	"1"	"15"	"2"	"4"
"16:40:00"	"2014-03-14"	"Cheltenham"	"Don Poli (IRE)"	"12.00"	"15.31"	"Handicap Hurdle"	"1"	"24"	"Fogarty, M P"	"Mullins, W P"	"2m4.5f "	"2"	"22"	"1"	"10"
"16:40:00"	"2014-03-14"	"Cheltenham"	"One Lucky Lady"	"33.00"	"41.84"	"Handicap Hurdle"	"5"	"24"	"Carberry, Peter"	"Henderson, N J"	"2m4.5f "	"2"	"16"	"1"	"5"
"16:40:00"	"2014-03-14"	"Cheltenham"	"Full Shift (FR)"	"4.50"	"6.49"	"Handicap Hurdle"	"11"	"24"	"Boinville, Nico"	"Henderson, N J"	"2m4.5f "	"2"	"20"	"1"	"8"
"16:40:00"	"2014-03-14"	"Cheltenham"	"Hazy Tom (IRE)"	"66.00"	"160"	"Handicap Hurdle"	"19"	"24"	"Deutsch, Charlie"	"Longsdon, C E"	"2m4.5f "	"2"	"25"	"1"	"6"
"16:40:00"	"2014-03-14"	"Cheltenham"	"Dolatulo (FR)"	"40.00"	"75"	"Handicap Hurdle"	"20"	"24"	"Sheehan, Gavin"	"Greatrex, W J"	"2m4.5f "	"2"	"25"	"2"	"6"
"16:40:00"	"2014-03-14"	"Cheltenham"	"Vieux Lion Rouge (FR)"	"5.00"	"7"	"Handicap Hurdle"	"21"	"24"	"Bellamy, Tom"	"Pipe, D E"	"2m4.5f "	"2"	"22"	"1"	"6"
"16:40:00"	"2014-03-14"	"Cheltenham"	"Open Day (IRE)"	"33.00"	"58.41"	"Handicap Hurdle"	"PU"	"24"	"Huxham, Mr J"	"ONeill, Jonjo and AJ"	"2m4.5f "	"2"	"27"	"5"	"13"
"14:05:00"	"2014-03-14"	"Cheltenham"	"Minella Foru (IRE)"	"12.00"	"14.51"	"Handicap Hurdle"	"6"	"28"	"McCoy, A P"	"Harty, Edward and Patrick"	"2m1f "	"1"	"19"	"3"	"6"
"14:05:00"	"2014-03-14"	"Cheltenham"	"Rainbow Peak (IRE)"	"25.00"	"54.65"	"Handicap Hurdle"	"12"	"28"	"ORegan, Denis"	"Ferguson, J P"	"2m1f "	"1"	"29"	"2"	"12"
"14:05:00"	"2014-03-14"	"Cheltenham"	"Jumps Road"	"66.00"	"130"	"Handicap Hurdle"	"16"	"28"	"Powell, Brendan"	"Tizzard, C L"	"2m1f "	"1"	"13"	"1"	"6"
"14:05:00"	"2014-03-14"	"Cheltenham"	"Runswick Royal (IRE)"	"33.00"	"44.43"	"Handicap Hurdle"	"PU"	"28"	"Hughes, Brian"	"Hamilton, Mrs A"	"2m1f "	"1"	"29"	"1"	"6"
"14:05:00"	"2014-03-14"	"Cheltenham"	"Cinders And Ashes"	"28.00"	"50.22"	"Handicap Hurdle"	"PU"	"28"	"Fehily, Noel"	"McCain Jnr, D"	"2m1f "	"1"	"367"	"PU"	"9"
"16:40:00"	"2014-03-13"	"Cheltenham"	"Buddy Bolero (IRE)"	"9.00"	"10.5"	"Handicap Chase"	"F"	"23"	"Walsh, Ms K"	"Pipe, D E"	"3m1.5f "	"2"	"19"	"1"	"9"
"16:40:00"	"2014-03-13"	"Cheltenham"	"Tranquil Sea (IRE) (OLD)"	"25.00"	"49.22"	"Handicap Chase"	"PU"	"23"	"Codd, Mr J J"	"Greatrex, W J"	"3m1.5f "	"2"	"22"	"1"	"10"
"16:00:00"	"2014-03-13"	"Cheltenham"	"Firth Of The Clyde"	"16.00"	"26.75"	"Handicap Chase"	"10"	"23"	"Hughes, Brian"	"Jefferson, J M"	"2m4f "	"1"	"28"	"3"	"7"
"16:00:00"	"2014-03-13"	"Cheltenham"	"Shangani (USA)"	"14.00"	"19.33"	"Handicap Chase"	"11"	"23"	"Coleman, A"	"Williams, Miss Venetia"	"2m4f "	"1"	"12"	"1"	"7"
"16:00:00"	"2014-03-13"	"Cheltenham"	"Bennys Mist (IRE)"	"33.00"	"41.33"	"Handicap Chase"	"13"	"23"	"Carberry, P"	"Williams, Miss Venetia"	"2m4f "	"1"	"20"	"3"	"6"
"16:00:00"	"2014-03-13"	"Cheltenham"	"Bless The Wings (IRE)"	"20.00"	"23.25"	"Handicap Chase"	"15"	"23"	"Hutchinson, Wayne"	"King, A"	"2m4f "	"1"	"19"	"PU"	"13"
"14:05:00"	"2014-03-13"	"Cheltenham"	"Mickie"	"25.00"	"33.7"	"Handicap Hurdle"	"12"	"23"	"Greenall, Mr Jake"	"Daly, H D"	"3m "	"1"	"26"	"2"	"7"
"14:05:00"	"2014-03-13"	"Cheltenham"	"Top Wood (FR)"	"16.00"	"20"	"Handicap Hurdle"	"19"	"23"	"OFarrell, C"	"Pipe, D E"	"3m "	"1"	"26"	"1"	"13"
"14:05:00"	"2014-03-13"	"Cheltenham"	"First Fandango"	"50.00"	"77.85"	"Handicap Hurdle"	"21"	"23"	"Johns, Alan"	"Vaughan, Tim"	"3m "	"1"	"25"	"10"	"13"
"16:40:00"	"2014-03-12"	"Cheltenham"	"Hawk High (IRE)"	"33.00"	"77.46"	"Handicap Novices Hurdle"	"1"	"24"	"Hughes, Brian"	"Easterby, T D"	"2m.5f "	"1"	"25"	"6"	"7"
"16:40:00"	"2014-03-12"	"Cheltenham"	"Ravens Tower (USA)"	"40.00"	"80"	"Handicap Novices Hurdle"	"6"	"24"	"Bass, David"	"Pauling, Ben"	"2m.5f "	"1"	"19"	"1"	"11"
"16:40:00"	"2014-03-12"	"Cheltenham"	"Gerdago (IRE)"	"40.00"	"132.8"	"Handicap Novices Hurdle"	"8"	"24"	"OConnell, Mr E J"	"Condon, K J"	"2m.5f "	"1"	"18"	"3"	"9"
"16:40:00"	"2014-03-12"	"Cheltenham"	"Handiwork"	"33.00"	"74.34"	"Handicap Novices Hurdle"	"9"	"24"	"Twiston-Davies, Sam"	"Gollings, S"	"2m.5f "	"1"	"25"	"4"	"7"
"16:40:00"	"2014-03-12"	"Cheltenham"	"Certification (IRE)"	"28.00"	"55"	"Handicap Novices Hurdle"	"15"	"24"	"ORegan, Denis"	"Ferguson, J P"	"2m.5f "	"1"	"24"	"2"	"9"
"16:40:00"	"2014-03-12"	"Cheltenham"	"Akdam (IRE)"	"40.00"	"96.14"	"Handicap Novices Hurdle"	"BD"	"24"	"Hamer, Mr J"	"Carroll, A W"	"2m.5f "	"1"	"11"	"9"	"12"
"16:00:00"	"2014-03-12"	"Cheltenham"	"Star Neuville (FR)"	"7.00"	"9.12"	"Handicap Chase"	"12"	"16"	"Mullins, D E"	"Bolger, E"	"3m7f "	"2"	"18"	"3"	"12"
"14:40:00"	"2014-03-12"	"Cheltenham"	"Son of Flicka"	"25.00"	"51.18"	"Handicap Hurdle"	"11"	"28"	"Costello, Dougie"	"Coyle, Tony"	"2m5f "	"1"	"21"	"4"	"10"
"14:40:00"	"2014-03-12"	"Cheltenham"	"Dunguib (IRE)"	"14.00"	"22.82"	"Handicap Hurdle"	"PU"	"28"	"OConnell, Mr B T"	"Fenton, Philip"	"2m5f "	"1"	"24"	"1"	"4"
