RTime	Date	track	Qualifier	Odds_Numeric	Odds_Exchange	Race_Type	Position	Runners	Jockey	Trainer	Distance	RaceClass	DaysSinceRun	LR_Position	LR_NumberRunners	
"16:40:00"	"2008-03-11"	"Cheltenham"	"Wonderkid"	"2.50"	"3.95"	"Handicap Chase"	"6"	"16"	"Whelan, K"	"Martin, A J"	"3m7f "	"2"	"20"	"9"	"16"
"16:40:00"	"2008-03-11"	"Cheltenham"	"Kilbeggan Blade"	"10.00"	"13"	"Handicap Chase"	"11"	"16"	"Fehily, Noel"	"George, T R"	"3m7f "	"2"	"21"	"2"	"16"
"16:40:00"	"2008-03-11"	"Cheltenham"	"Harrycone Lewis"	"40.00"	"65"	"Handicap Chase"	"PU"	"16"	"Butler, Robert L"	"Llewellyn, Carl"	"3m7f "	"2"	"24"	"11"	"16"
"17:20:00"	"2007-03-16"	"Cheltenham"	"Ouninpohja (IRE)"	"5.50"	"0"	"Handicap Hurdle"	"2"	"28"	"Walsh, R"	"Nicholls, P F"	"2m1f "	"1"	"23"	"2"	"8"
"17:20:00"	"2007-03-16"	"Cheltenham"	"Kawagino (IRE)"	"20.00"	"0"	"Handicap Hurdle"	"4"	"28"	"Kavanagh, Wayne"	"Mullins, J W"	"2m1f "	"1"	"3"	"5"	"10"
"17:20:00"	"2007-03-16"	"Cheltenham"	"Osana (FR)"	"5.50"	"0"	"Handicap Hurdle"	"10"	"28"	"McCoy, A P"	"Pipe, D E"	"2m1f "	"1"	"27"	"1"	"17"
"17:20:00"	"2007-03-16"	"Cheltenham"	"Baron De Feypo (IRE)"	"40.00"	"0"	"Handicap Hurdle"	"12"	"28"	"Madden, N P"	"Brady, Patrick O"	"2m1f "	"1"	"2"	"3"	"28"
"17:20:00"	"2007-03-16"	"Cheltenham"	"Maralan (IRE)"	"33.00"	"0"	"Handicap Hurdle"	"15"	"28"	"Molloy, R J"	"Brady, Patrick O"	"2m1f "	"1"	"19"	"1"	"16"
"17:20:00"	"2007-03-16"	"Cheltenham"	"Trouble At Bay (IRE)"	"33.00"	"0"	"Handicap Hurdle"	"22"	"28"	"Thornton, Robert"	"King, A"	"2m1f "	"1"	"27"	"3"	"5"
"17:20:00"	"2007-03-16"	"Cheltenham"	"Cadogan (FR)"	"66.00"	"0"	"Handicap Hurdle"	"24"	"28"	"Lynch, A E"	"Dreaper, J T R"	"2m1f "	"1"	"19"	"2"	"16"
"17:20:00"	"2007-03-16"	"Cheltenham"	"The Spoonplayer (IRE)"	"100.00"	"0"	"Handicap Hurdle"	"28"	"28"	"Condon, D J"	"Bromhead, Henry De"	"2m1f "	"1"	"2"	"12"	"28"
"16:40:00"	"2007-03-16"	"Cheltenham"	"Ursis (FR)"	"14.00"	"0"	"Handicap Chase"	"4"	"23"	"Geraghty, B J"	"Gollings, S"	"2m.5f "	"1"	"20"	"3"	"7"
"16:40:00"	"2007-03-16"	"Cheltenham"	"Misty Dancer (OLD)"	"50.00"	"0"	"Handicap Chase"	"12"	"23"	"Treadwell, Liam"	"Williams, Miss Venetia"	"2m.5f "	"1"	"27"	"4"	"7"
"16:40:00"	"2007-03-16"	"Cheltenham"	"Calatagan (IRE)"	"33.00"	"0"	"Handicap Chase"	"14"	"23"	"Dreaper, T J"	"Jefferson, J M"	"2m.5f "	"1"	"27"	"2"	"5"
"16:40:00"	"2007-03-16"	"Cheltenham"	"Borora"	"25.00"	"0"	"Handicap Chase"	"17"	"23"	"Doyle, T J"	"Lee, R"	"2m.5f "	"1"	"22"	"4"	"7"
"17:20:00"	"2007-03-15"	"Cheltenham"	"Material World"	"14.00"	"0"	"Handicap Hurdle"	"2"	"24"	"Bolger, Colin"	"Smith, Miss Suzy"	"3m "	"1"	"26"	"3"	"6"
"17:20:00"	"2007-03-15"	"Cheltenham"	"Monolith"	"10.00"	"0"	"Handicap Hurdle"	"7"	"24"	"Mercer, Keith"	"Lungo, L"	"3m "	"1"	"26"	"8"	"20"
"17:20:00"	"2007-03-15"	"Cheltenham"	"Rhinestone Cowboy (IRE)"	"12.00"	"0"	"Handicap Hurdle"	"9"	"24"	"Magnier, Mr J P"	"ONeill, Jonjo and AJ"	"3m "	"1"	"26"	"5"	"20"
"17:20:00"	"2007-03-15"	"Cheltenham"	"Julius Caesar"	"100.00"	"0"	"Handicap Hurdle"	"13"	"24"	"Brennan, P J"	"Johnson, J Howard"	"3m "	"1"	"26"	"PU"	"20"
"17:20:00"	"2007-03-15"	"Cheltenham"	"Refinement (IRE)"	"20.00"	"0"	"Handicap Hurdle"	"15"	"24"	"Berry, Mr A J"	"ONeill, Jonjo and AJ"	"3m "	"1"	"25"	"2"	"5"
"17:20:00"	"2007-03-15"	"Cheltenham"	"Rowley Hill"	"25.00"	"0"	"Handicap Hurdle"	"16"	"24"	"Thornton, Robert"	"King, A"	"3m "	"1"	"26"	"18"	"20"
"17:20:00"	"2007-03-15"	"Cheltenham"	"Millenium Royal (FR)"	"14.00"	"0"	"Handicap Hurdle"	"20"	"24"	"Duchene, A"	"Doumen, F"	"3m "	"1"	"26"	"1"	"20"
"17:20:00"	"2007-03-15"	"Cheltenham"	"Hirvine (FR)"	"16.00"	"0"	"Handicap Hurdle"	"21"	"24"	"Dobbin, Tony"	"McCain Jnr, D"	"3m "	"1"	"26"	"2"	"20"
"16:00:00"	"2007-03-15"	"Cheltenham"	"Idole First (IRE)"	"12.00"	"0"	"Handicap Chase"	"1"	"23"	"OKeeffe, Alan"	"Williams, Miss Venetia"	"2m5f "	"1"	"26"	"4"	"9"
"16:00:00"	"2007-03-15"	"Cheltenham"	"Madison Du Berlais (FR)"	"14.00"	"0"	"Handicap Chase"	"7"	"23"	"Scudamore, Tom"	"Pipe, D E"	"2m5f "	"1"	"12"	"1"	"11"
"16:00:00"	"2007-03-15"	"Cheltenham"	"Iron Man (FR)"	"50.00"	"0"	"Handicap Chase"	"8"	"23"	"Hutchinson, Wayne"	"Bowen, Peter / Michael"	"2m5f "	"1"	"19"	"8"	"10"
"16:00:00"	"2007-03-15"	"Cheltenham"	"Hakim (NZ)"	"100.00"	"0"	"Handicap Chase"	"9"	"23"	"Durack, S E"	"Spearing, J L"	"2m5f "	"1"	"28"	"5"	"8"
"16:00:00"	"2007-03-15"	"Cheltenham"	"Vodka Bleu (FR)"	"11.00"	"0"	"Handicap Chase"	"11"	"23"	"Murphy, Timmy"	"Pipe, D E"	"2m5f "	"1"	"26"	"4"	"7"
"16:00:00"	"2007-03-15"	"Cheltenham"	"Moncadou (FR)"	"5.00"	"0"	"Handicap Chase"	"14"	"23"	"McCoy, A P"	"Doumen, T"	"2m5f "	"1"	"30"	"1"	"5"
"16:00:00"	"2007-03-15"	"Cheltenham"	"Bold Bishop (IRE)"	"33.00"	"0"	"Handicap Chase"	"15"	"23"	"McGrath, Richard"	"ONeill, Jonjo and AJ"	"2m5f "	"1"	"12"	"9"	"11"
"16:00:00"	"2007-03-15"	"Cheltenham"	"No Full (FR)"	"20.00"	"0"	"Handicap Chase"	"17"	"23"	"Tinkler, Andrew"	"Webber, P R"	"2m5f "	"1"	"12"	"3"	"11"
"14:00:00"	"2007-03-15"	"Cheltenham"	"Wee Robbie"	"20.00"	"0"	"Handicap Novices Chase"	"3"	"19"	"Aspell, Leighton"	"Gifford, N J"	"2m5f "	"1"	"26"	"2"	"7"
"14:00:00"	"2007-03-15"	"Cheltenham"	"Milan Deux Mille (FR)"	"50.00"	"0"	"Handicap Novices Chase"	"8"	"19"	"Malone, Tom"	"Pipe, D E"	"2m5f "	"1"	"28"	"3"	"8"
"14:00:00"	"2007-03-15"	"Cheltenham"	"Flying Enterprise (IRE)"	"16.00"	"0"	"Handicap Novices Chase"	"9"	"19"	"Treadwell, Liam"	"Williams, Miss Venetia"	"2m5f "	"1"	"12"	"8"	"11"
"14:00:00"	"2007-03-15"	"Cheltenham"	"Limited Edition (IRE)"	"10.00"	"0"	"Handicap Novices Chase"	"F"	"19"	"Fitzgerald, Mick"	"Llewellyn, Carl"	"2m5f "	"1"	"19"	"1"	"7"
"14:00:00"	"2007-03-15"	"Cheltenham"	"Chief Yeoman"	"16.00"	"0"	"Handicap Novices Chase"	"F"	"19"	"Thomas, Sam"	"Williams, Miss Venetia"	"2m5f "	"1"	"21"	"1"	"7"
"14:00:00"	"2007-03-15"	"Cheltenham"	"Desert Air (JPN)"	"50.00"	"0"	"Handicap Novices Chase"	"PU"	"19"	"Glassonbury, Andrew"	"Pipe, D E"	"2m5f "	"1"	"26"	"3"	"4"
"16:40:00"	"2007-03-14"	"Cheltenham"	"Cloudy Lane"	"7.50"	"0"	"Handicap Chase"	"1"	"24"	"Burton, Mr R"	"McCain Jnr, D"	"3m.5f "	"2"	"25"	"10"	"16"
"16:40:00"	"2007-03-14"	"Cheltenham"	"Darby Wall (IRE)"	"12.00"	"0"	"Handicap Chase"	"5"	"24"	"Carberry, Miss N"	"Bolger, E"	"3m.5f "	"2"	"25"	"9"	"13"
"16:40:00"	"2007-03-14"	"Cheltenham"	"Direct Flight (IRE)"	"9.00"	"0"	"Handicap Chase"	"16"	"24"	"Codd, Mr J J"	"Egerton, C R"	"3m.5f "	"2"	"322"	"F"	"13"
"16:40:00"	"2007-03-14"	"Cheltenham"	"Little Big Horse (IRE)"	"40.00"	"0"	"Handicap Chase"	"17"	"24"	"Harding, Mr R O"	"Smith, Mrs S J"	"3m.5f "	"2"	"18"	"1"	"7"
"16:40:00"	"2007-03-14"	"Cheltenham"	"Naunton Brook"	"33.00"	"0"	"Handicap Chase"	"PU"	"24"	"Morgan, Mr R"	"Twiston-Davies, N A"	"3m.5f "	"2"	"25"	"12"	"16"
"16:40:00"	"2007-03-14"	"Cheltenham"	"Patricksnineteenth (IRE)"	"16.00"	"0"	"Handicap Chase"	"PU"	"24"	"Fowler, Mr R H"	"Webber, P R"	"3m.5f "	"2"	"417"	"3"	"6"
"16:40:00"	"2007-03-14"	"Cheltenham"	"Alright Now MLad (IRE)"	"16.00"	"0"	"Handicap Chase"	"PU"	"24"	"McNamara, Mr J T"	"ONeill, Jonjo and AJ"	"3m.5f "	"2"	"25"	"1"	"8"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Powerstation (IRE)"	"12.00"	"0"	"Handicap Hurdle"	"2"	"28"	"ORegan, Denis"	"Phillips, Michael John"	"2m5f "	"1"	"21"	"2"	"11"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Baron De Feypo (IRE)"	"20.00"	"0"	"Handicap Hurdle"	"3"	"28"	"OShea, N J"	"Brady, Patrick O"	"2m5f "	"1"	"17"	"3"	"8"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Dusky Warbler"	"33.00"	"0"	"Handicap Hurdle"	"9"	"28"	"Hutchinson, Wayne"	"Moore, Gary and Josh"	"2m5f "	"1"	"340"	"6"	"17"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Nathos (GER)"	"33.00"	"0"	"Handicap Hurdle"	"11"	"28"	"Fehily, Noel"	"Mann, C J"	"2m5f "	"1"	"25"	"2"	"12"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Hills Of Aran"	"33.00"	"0"	"Handicap Hurdle"	"13"	"28"	"Lee, G"	"Goldsworthy, W K"	"2m5f "	"1"	"25"	"3"	"7"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Rayshan (IRE)"	"40.00"	"0"	"Handicap Hurdle"	"15"	"28"	"Davidson, Miss R"	"Richards, N G"	"2m5f "	"1"	"18"	"2"	"7"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Emotional Moment (IRE)"	"50.00"	"0"	"Handicap Hurdle"	"17"	"28"	"Joyce, A B"	"Taaffe, T J"	"2m5f "	"1"	"24"	"3"	"5"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Nation State"	"12.00"	"0"	"Handicap Hurdle"	"19"	"28"	"Moloney, Paul"	"Moore, Gary and Josh"	"2m5f "	"1"	"25"	"2"	"14"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Royal Paradise (FR)"	"66.00"	"0"	"Handicap Hurdle"	"22"	"28"	"Thomas, Sam"	"Webber, P R"	"2m5f "	"1"	"10"	"2"	"4"
"16:00:00"	"2007-03-14"	"Cheltenham"	"Turtle Soup (IRE)"	"50.00"	"0"	"Handicap Hurdle"	"23"	"28"	"McCarthy, Willie"	"George, T R"	"2m5f "	"1"	"25"	"5"	"14"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Altilhar (USA)"	"12.00"	"0"	"Handicap Novices Hurdle"	"2"	"24"	"Fehily, Noel"	"Moore, Gary and Josh"	"2m.5f "	"1"	"12"	"5"	"9"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Junior"	"25.00"	"0"	"Handicap Novices Hurdle"	"6"	"24"	"Moloney, Paul"	"Meehan, B J"	"2m.5f "	"1"	"24"	"5"	"17"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Jack Absolute (IRE)"	"66.00"	"0"	"Handicap Novices Hurdle"	"7"	"24"	"Power, E F"	"Murphy, John Joseph"	"2m.5f "	"1"	"16"	"10"	"10"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Jayo (FR)"	"9.00"	"0"	"Handicap Novices Hurdle"	"8"	"24"	"Walsh, R"	"Mullins, W P"	"2m.5f "	"1"	"17"	"F"	"13"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Warnes Way (IRE)"	"50.00"	"0"	"Handicap Novices Hurdle"	"12"	"24"	"Jones, S P"	"Powell, B G"	"2m.5f "	"1"	"28"	"5"	"10"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Stumped"	"33.00"	"0"	"Handicap Novices Hurdle"	"16"	"24"	"Bradburne, Mark"	"Daly, H D"	"2m.5f "	"1"	"26"	"1"	"8"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Gracechurch (IRE)"	"66.00"	"0"	"Handicap Novices Hurdle"	"17"	"24"	"Merrigan, Paddy"	"Hodges, R J"	"2m.5f "	"1"	"17"	"4"	"6"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Markington"	"50.00"	"0"	"Handicap Novices Hurdle"	"18"	"24"	"Brennan, P J"	"Bowen, Peter / Michael"	"2m.5f "	"1"	"25"	"3"	"7"
"17:20:00"	"2007-03-13"	"Cheltenham"	"Supsonic"	"100.00"	"0"	"Handicap Novices Hurdle"	"21"	"24"	"OBrien, T J"	"Hobbs, P J / White, J"	"2m.5f "	"1"	"24"	"4"	"5"
"16:40:00"	"2007-03-13"	"Cheltenham"	"Silver Birch (IRE)"	"14.00"	"0"	"Handicap Chase"	"2"	"16"	"Maguire, Jason"	"Elliott, Gordon"	"3m7f "	"2"	"20"	"4"	"12"
"16:40:00"	"2007-03-13"	"Cheltenham"	"LAventure (FR)"	"10.00"	"0"	"Handicap Chase"	"PU"	"16"	"Merrigan, Paddy"	"Nicholls, P F"	"3m7f "	"2"	"24"	"2"	"16"
"16:00:00"	"2007-03-13"	"Cheltenham"	"Juveigneur (FR)"	"7.00"	"0"	"Handicap Chase"	"2"	"23"	"Fitzgerald, Mick"	"Henderson, N J"	"3m.5f "	"1"	"15"	"1"	"3"
"16:00:00"	"2007-03-13"	"Cheltenham"	"St Matthew (USA)"	"80.00"	"0"	"Handicap Chase"	"13"	"23"	"Collier, Tjade"	"Smith, Mrs S J"	"3m.5f "	"1"	"24"	"6"	"6"
"16:00:00"	"2007-03-13"	"Cheltenham"	"Heltornic (IRE)"	"14.00"	"0"	"Handicap Chase"	"F"	"23"	"Scudamore, Tom"	"Scudamore, M J"	"3m.5f "	"1"	"24"	"1"	"16"
"16:00:00"	"2007-03-13"	"Cheltenham"	"Little Brick (FR)"	"7.50"	"0"	"Handicap Chase"	"PU"	"23"	"Glassonbury, Andrew"	"Pipe, D E"	"3m.5f "	"1"	"24"	"1"	"5"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Desert Quest (IRE) (OLD)"	"4.00"	"0"	"Handicap Hurdle"	"1"	"29"	"Walsh, R"	"Nicholls, P F"	"2m1f "	"1"	"13"	"1"	"14"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Pirate Flagship (FR)"	"10.00"	"0"	"Handicap Hurdle"	"4"	"29"	"Brennan, P J"	"Nicholls, P F"	"2m1f "	"1"	"13"	"2"	"14"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Khetaam (IRE)"	"10.00"	"0"	"Handicap Hurdle"	"5"	"29"	"Carberry, P"	"Meade, Noel"	"2m1f "	"1"	"12"	"1"	"16"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Lord Henry (IRE)"	"50.00"	"0"	"Handicap Hurdle"	"7"	"29"	"OBrien, T J"	"Hobbs, P J / White, J"	"2m1f "	"1"	"21"	"3"	"6"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Grande Jete (SAF)"	"11.00"	"0"	"Handicap Hurdle"	"9"	"29"	"Fitzgerald, Mick"	"Henderson, N J"	"2m1f "	"1"	"342"	"12"	"18"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Dusky Warbler"	"14.00"	"0"	"Handicap Hurdle"	"14"	"29"	"Moore, Jamie"	"Moore, Gary and Josh"	"2m1f "	"1"	"6"	"2"	"21"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Lunar Crystal (IRE)"	"40.00"	"0"	"Handicap Hurdle"	"17"	"29"	"Scudamore, Tom"	"Pipe, M C"	"2m1f "	"1"	"6"	"4"	"21"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Perle De Puce (FR)"	"100.00"	"0"	"Handicap Hurdle"	"18"	"29"	"Waley-Cohen, Mr S"	"Henderson, N J"	"2m1f "	"1"	"6"	"13"	"21"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Sporazene (IRE)"	"40.00"	"0"	"Handicap Hurdle"	"21"	"29"	"Williams, Christian"	"Nicholls, P F"	"2m1f "	"1"	"26"	"3"	"6"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Hawadeth"	"40.00"	"0"	"Handicap Hurdle"	"22"	"29"	"Doyle, Jack"	"Dartnall, V R A"	"2m1f "	"1"	"21"	"3"	"5"
"17:20:00"	"2006-03-17"	"Cheltenham"	"Admiral (IRE)"	"80.00"	"0"	"Handicap Hurdle"	"27"	"29"	"Flavin, John"	"Guest, R C"	"2m1f "	"1"	"3"	"12"	"18"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Greenhope (IRE)"	"20.00"	"0"	"Handicap Chase"	"1"	"23"	"Tinkler, Andrew"	"Henderson, N J"	"2m.5f "	"1"	"13"	"5"	"14"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Nyrche (FR)"	"20.00"	"0"	"Handicap Chase"	"4"	"23"	"Thornton, Robert"	"King, A"	"2m.5f "	"1"	"22"	"2"	"8"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Zum See (IRE)"	"20.00"	"0"	"Handicap Chase"	"9"	"23"	"Carberry, P"	"Meade, Noel"	"2m.5f "	"1"	"26"	"2"	"6"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Marcel (FR)"	"33.00"	"0"	"Handicap Chase"	"13"	"23"	"Greene, R J"	"Pipe, M C"	"2m.5f "	"1"	"13"	"6"	"15"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Kalca Mome (FR)"	"50.00"	"0"	"Handicap Chase"	"14"	"23"	"Brennan, P J"	"Hobbs, P J / White, J"	"2m.5f "	"1"	"27"	"1"	"10"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Andreas (FR)"	"4.00"	"0"	"Handicap Chase"	"F"	"23"	"Walsh, R"	"Nicholls, P F"	"2m.5f "	"1"	"23"	"1"	"10"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Sharp Rigging (IRE)"	"9.00"	"0"	"Handicap Chase"	"F"	"23"	"McCarthy, J A"	"Hales, A M"	"2m.5f "	"1"	"22"	"1"	"8"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Flying Spirit (IRE)"	"50.00"	"0"	"Handicap Chase"	"F"	"23"	"Moore, Jamie"	"Moore, Gary and Josh"	"2m.5f "	"1"	"15"	"9"	"10"
"16:40:00"	"2006-03-17"	"Cheltenham"	"Bleu Superbe (FR)"	"40.00"	"0"	"Handicap Chase"	"F"	"23"	"Thomas, Sam"	"Williams, Miss Venetia"	"2m.5f "	"1"	"27"	"2"	"10"
"17:20:00"	"2006-03-16"	"Cheltenham"	"Liberman (IRE)"	"20.00"	"0"	"Handicap Hurdle"	"4"	"24"	"Moore, Jamie"	"Pipe, M C"	"3m "	"1"	"26"	"18"	"20"
"17:20:00"	"2006-03-16"	"Cheltenham"	"Inching Closer (OLD)"	"50.00"	"0"	"Handicap Hurdle"	"6"	"24"	"Lee, G"	"Johnson, J Howard"	"3m "	"1"	"26"	"16"	"20"
"17:20:00"	"2006-03-16"	"Cheltenham"	"Don Fernando"	"40.00"	"0"	"Handicap Hurdle"	"10"	"24"	"Glassonbury, Andrew"	"Pipe, M C"	"3m "	"1"	"617"	"2"	"12"
"17:20:00"	"2006-03-16"	"Cheltenham"	"Campaign Trail (IRE) (OLD)"	"25.00"	"0"	"Handicap Hurdle"	"11"	"24"	"Johnson, Richard"	"ONeill, Jonjo and AJ"	"3m "	"1"	"29"	"7"	"10"
"17:20:00"	"2006-03-16"	"Cheltenham"	"Rooftop Protest (IRE)"	"10.00"	"0"	"Handicap Hurdle"	"12"	"24"	"Walsh, R"	"Hogan, T"	"3m "	"1"	"26"	"10"	"20"
"17:20:00"	"2006-03-16"	"Cheltenham"	"Nine De Sivola (FR)"	"16.00"	"0"	"Handicap Hurdle"	"19"	"24"	"McDonald, P J"	"Murphy, Ferdy"	"3m "	"1"	"26"	"5"	"9"
"17:20:00"	"2006-03-16"	"Cheltenham"	"Magnifico (FR)"	"100.00"	"0"	"Handicap Hurdle"	"23"	"24"	"Scudamore, Tom"	"Pipe, M C"	"3m "	"1"	"26"	"17"	"20"
"17:20:00"	"2006-03-16"	"Cheltenham"	"Olaso (GER)"	"6.00"	"0"	"Handicap Hurdle"	"PU"	"24"	"McCoy, A P"	"ONeill, Jonjo and AJ"	"3m "	"1"	"26"	"1"	"20"
"16:00:00"	"2006-03-16"	"Cheltenham"	"Graphic Approach (IRE)"	"11.00"	"0"	"Handicap Chase"	"3"	"24"	"McCoy, A P"	"Egerton, C R"	"2m5f "	"1"	"19"	"6"	"15"
"16:00:00"	"2006-03-16"	"Cheltenham"	"Roman Ark"	"33.00"	"0"	"Handicap Chase"	"4"	"24"	"Lee, G"	"Jefferson, J M"	"2m5f "	"1"	"26"	"BD"	"10"
"16:00:00"	"2006-03-16"	"Cheltenham"	"Windsor Boy (IRE)"	"12.00"	"0"	"Handicap Chase"	"5"	"24"	"Glassonbury, Andrew"	"Pipe, M C"	"2m5f "	"1"	"12"	"3"	"15"
"16:00:00"	"2006-03-16"	"Cheltenham"	"Napolitain (FR)"	"6.50"	"0"	"Handicap Chase"	"13"	"24"	"Walsh, R"	"Nicholls, P F"	"2m5f "	"1"	"19"	"1"	"5"
"16:00:00"	"2006-03-16"	"Cheltenham"	"Green Belt Flyer (IRE)"	"50.00"	"0"	"Handicap Chase"	"18"	"24"	"Treacy, T P"	"Harrington, Mrs John"	"2m5f "	"1"	"18"	"3"	"9"
"16:00:00"	"2006-03-16"	"Cheltenham"	"Bannow Strand (IRE)"	"14.00"	"0"	"Handicap Chase"	"PU"	"24"	"Murphy, Timmy"	"Pipe, M C"	"2m5f "	"1"	"26"	"PU"	"13"
"14:00:00"	"2006-03-16"	"Cheltenham"	"Reveillez"	"4.50"	"0"	"Handicap Novices Chase"	"1"	"18"	"McCoy, A P"	"Fanshawe, J R"	"2m5f "	"1"	"30"	"1"	"7"
"14:00:00"	"2006-03-16"	"Cheltenham"	"Cornish Sett (IRE)"	"9.00"	"0"	"Handicap Novices Chase"	"7"	"18"	"Walsh, R"	"Nicholls, P F"	"2m5f "	"1"	"12"	"1"	"15"
"14:00:00"	"2006-03-16"	"Cheltenham"	"No Full (FR)"	"14.00"	"0"	"Handicap Novices Chase"	"9"	"18"	"Doyle, T J"	"Webber, P R"	"2m5f "	"1"	"26"	"1"	"7"
"14:00:00"	"2006-03-16"	"Cheltenham"	"Idole First (IRE)"	"16.00"	"0"	"Handicap Novices Chase"	"11"	"18"	"OKeeffe, Alan"	"Williams, Miss Venetia"	"2m5f "	"1"	"21"	"4"	"8"
"14:00:00"	"2006-03-16"	"Cheltenham"	"Celtic Son (FR)"	"14.00"	"0"	"Handicap Novices Chase"	"14"	"18"	"Murphy, Timmy"	"Pipe, M C"	"2m5f "	"1"	"26"	"2"	"9"
"14:00:00"	"2006-03-16"	"Cheltenham"	"Le Volfoni (FR)"	"16.00"	"0"	"Handicap Novices Chase"	"F"	"18"	"Heard, Liam"	"Nicholls, P F"	"2m5f "	"1"	"25"	"1"	"4"
"16:40:00"	"2006-03-15"	"Cheltenham"	"Undeniable"	"16.00"	"0"	"Handicap Chase"	"3"	"21"	"Carberry, Miss N"	"Smith, Mrs S J"	"3m.5f "	"2"	"20"	"3"	"7"
"16:40:00"	"2006-03-15"	"Cheltenham"	"Bee An Bee (IRE)"	"25.00"	"0"	"Handicap Chase"	"4"	"21"	"McCarthy, Mr R"	"George, T R"	"3m.5f "	"2"	"25"	"2"	"7"
"16:40:00"	"2006-03-15"	"Cheltenham"	"Parsons Legacy (IRE)"	"7.00"	"0"	"Handicap Chase"	"9"	"21"	"OBrien, T J"	"Hobbs, P J / White, J"	"3m.5f "	"2"	"11"	"2"	"11"
"16:40:00"	"2006-03-15"	"Cheltenham"	"Florida Dream (IRE)"	"40.00"	"0"	"Handicap Chase"	"11"	"21"	"England, David"	"Twiston-Davies, N A"	"3m.5f "	"2"	"11"	"UR"	"11"
"16:40:00"	"2006-03-15"	"Cheltenham"	"Jackson (FR)"	"25.00"	"0"	"Handicap Chase"	"PU"	"21"	"Tumelty, Gerard"	"King, A"	"3m.5f "	"2"	"26"	"3"	"8"
"16:40:00"	"2006-03-15"	"Cheltenham"	"Cruising River (IRE)"	"25.00"	"0"	"Handicap Chase"	"PU"	"21"	"Murphy, Mr D"	"Knight, Miss H C"	"3m.5f "	"2"	"27"	"1"	"11"
"16:00:00"	"2006-03-15"	"Cheltenham"	"Dom DOrgeval (FR)"	"20.00"	"0"	"Handicap Hurdle"	"3"	"30"	"Johnson, Richard"	"Williams, Nick"	"2m5f "	"1"	"25"	"1"	"14"
"16:00:00"	"2006-03-15"	"Cheltenham"	"Mughas (IRE)"	"16.00"	"0"	"Handicap Hurdle"	"8"	"30"	"Hutchinson, Wayne"	"King, A"	"2m5f "	"1"	"24"	"4"	"6"
"16:00:00"	"2006-03-15"	"Cheltenham"	"Desert Air (JPN)"	"25.00"	"0"	"Handicap Hurdle"	"11"	"30"	"Scudamore, Tom"	"Pipe, M C"	"2m5f "	"1"	"25"	"4"	"9"
"16:00:00"	"2006-03-15"	"Cheltenham"	"Dancing Bay"	"33.00"	"0"	"Handicap Hurdle"	"13"	"30"	"Tinkler, Andrew"	"Henderson, N J"	"2m5f "	"1"	"24"	"2"	"6"
"16:00:00"	"2006-03-15"	"Cheltenham"	"Turtle Soup (IRE)"	"100.00"	"0"	"Handicap Hurdle"	"15"	"30"	"McCarthy, Willie"	"George, T R"	"2m5f "	"1"	"24"	"5"	"6"
"16:00:00"	"2006-03-15"	"Cheltenham"	"Nathos (GER)"	"50.00"	"0"	"Handicap Hurdle"	"16"	"30"	"Brennan, P J"	"Mann, C J"	"2m5f "	"1"	"24"	"6"	"6"
"16:00:00"	"2006-03-15"	"Cheltenham"	"Fair Question (IRE)"	"12.00"	"0"	"Handicap Hurdle"	"17"	"30"	"Thomas, Sam"	"Williams, Miss Venetia"	"2m5f "	"1"	"25"	"3"	"20"
